text,label
"We conclude that while thrombocytopenia and schistocytosis can be seen in quinine-associated TTP/HUS, the pathophysiology seems to be distinct from that seen in most cases of idiopathic TTP (i.e., severely decreased ADAMTS13 with an inhibitor).",1
We recommend that a TMA in association with quinine be consistently referred to as quinine-associated thrombotic microangiopathy (quinine-TMA) to better distinguish this entity from idiopathic TTP.,1
Complications associated with primary and secondary perforation of the bladder following immediate instillations of epirubicin after transurethral resection of superficial urothelial tumours.,1
MATERIALS AND METHODS: We present two cases of significant morbidity related to primary and secondary perforation of the bladder following two instillations of epirubicin.,1
Aliskiren-associated acute renal failure with hyperkalemia.,1
We report the first case of acute renal failure with hyperkalemia associated with the recently marketed direct renin inhibitor aliskiren.,1
A case of acute cardiomyopathy and pericarditis associated with methylphenidate.,1
"However, acute cardiomyopathy and pericarditis secondary to methylphenidate use has been rarely reported.",1
"We report the case of a 17-year-old male who developed chest pain, elevated cardiac biomarkers, and acute left ventricular dysfunction following a single dose of methylphenidate.",1
"According to the Naranjo et al. adverse-reaction probability scale, enoxaparin was the probable cause of hepatotoxicity in this patient.",1
CONCLUSION: A woman receiving enoxaparin every 12 hours developed signs and symptoms of hepatotoxicity after the second dose.,1
Probable enoxaparin-induced hepatotoxicity.,1
PURPOSE: A case of probable enoxaparin-induced hepatotoxicity is described.,1
Posterior reversible encephalopathy syndrome associated with methotrexate neurotoxicity: conventional magnetic resonance and diffusion-weighted imaging findings.,1
The addition of intrathecal methotrexate to treatment protocols has increased survival rates in children with acute lymphoblastic leukemia but is also associated with varying degrees of neurotoxicity.,1
We describe a 15-year-old female patient diagnosed with acute lymphoblastic leukemia presenting with status epilepticus after receiving intrathecal methotrexate.,1
Cyclosporine-induced pain syndrome in a child undergoing hematopoietic stem cell transplant.,1
"In this case, CIPS was considered to be probably associated with cyclosporine according to the Naranjo probability scale.",1
OBJECTIVE: To report a case of calcineurin-induced pain syndrome (CIPS) in a child undergoing his second hematopoietic stem cell transplant (HSCT).,1
"With the first cyclosporine dose, the patient complained of leg pain that was most severe during the cyclosporine infusion.",1
Neuroleptic malignant syndrome due to risperidone treatment in a child with Joubert syndrome.,1
This report describes a case of neuroleptic malignant syndrome due to risperidone in a child with Joubert syndrome.,1
A case of tuberculosis in a patient on Efalizumab and Etanercept for treatment of refractory palmopustular psoriasis and psoriatic arthritis.,1
The most common complication of warfarin use is adverse bleeding.,1
"CASE REPORT: We describe here a case of a 60 year old female that experienced a relapse of symptomatic hyperlactatemia after being switched from stavudine to zidovudine and how the case was managed at the Infectious Diseases Institute, Kampala, Uganda.",1
DISCUSSION: This case shows that switching to zidovudine potentially can lead to a hyperlactatemia relapse.,1
INTRODUCTION: In resource limited settings patients on antiretroviral treatment who develop stavudine induced hyperlactatemia are often switched to zidovudine on the basis of published studies that demonstrate that this agent can be a safe alternative.,1
Anaphylactic reaction to bacitracin ointment.,1
We report a case of an 11-year-old boy who experienced an anaphylactic reaction after administration of bacitracin ointment.,1
"Herein, we present a patient with severe and prolonged hypoglycemia after long-acting octreotide treatment.",1
Hypoglycemia induced by long-acting somatostatin analogues in a patient with nonfunctional neuroendocrine tumor.,1
"In these patients, long-acting octreotide may trigger serious hypoglycemia.",1
Leukopenia due to parvovirus B19 in a Crohn's disease patient using azathioprine.,1
The uncomplicated long-term use of adequately-dosed AZA and stable non-toxic metabolite levels could not acknowledge TPMT deficiency as a primary cause of the leukopenia.,1
We present the case of an adult Crohn's disease patient with a parvovirus B19 infection and leukopenia during long-term AZA therapy.,1
Isoniazid causing breast tissue enlargement has been very rarely reported.,1
Isoniazid induced gynaecomastia: a case report.,1
Cryptococcus neoformans fatal sepsis in a chronic lymphocytic leukemia patient treated with alemtuzumab: case report and review of the literature.,1
The international literature regarding opportunistic infections after immunosuppressive therapy with alemtuzumab with particular attention on fungal infections has also been reviewed.,1
Secondary acute myeloid leukemia after etoposide therapy for haemophagocytic lymphohistiocytosis.,1
"The risk of developing sAML is estimated to be between 1% and 5%, 2-20 years after exposure to etoposide but may also be related to cumulative drug doses, treatment schedules, host factors and co-administration of other antineoplastic agents.",1
Two patients with HLH developed etoposide-related secondary acute myeloid leukemia (sAML) following therapy for HLH.,1
Polymyoclonus seizure resulting from accidental injection of tranexamic acid in spinal anesthesia.,1
Rhabdomyolysis following clarithromycin monotherapy.,1
We report the first case of rhabdomyolysis related to the administration of clarithromycin without concurrent use of other medications.,1
"At the end of his fifth cycle of sunitinib therapy, the patient complained of the development of abnormally large mammary glands associated with pain and peri-areolar erythema.",1
"However, re-initiation of sunitinib treatment was followed by bilateral breast enlargement again.",1
Onset of male gynaecomastia in a patient treated with sunitinib for metastatic renal cell carcinoma.,1
The mechanism by which sunitinib induces gynaecomastia is thought to be associated with an unknown direct action on breast hormonal receptors.,1
"The more common grade 3 or 4 adverse effects of sunitinib include hypertension, fatigue, hand-foot syndrome, elevated lipase and lymphopenia.",1
Divalproex sodium-induced eosinophilic pleural effusion.,1
We report a case of 48-year-old woman with seizure disorder on divalproex sodium (Depakote) who presented with dyspnea.,1
Withdrawal of Depakote resulted in resolution of the effusion.,1
Flurbiprofen-associated acute tubulointerstitial nephritis.,1
"We report a case of biopsy-proven acute tubulointerstitial nephritis associated with a second course of flurbiprofen, a nonsteroidal anti-inflammatory drug of the propionic acid class.",1
Stupor and fast activity on electroencephalography in a child treated with valproate.,1
The case of a 4-year-old girl with valproate-induced stupor and electroencephalographic pattern of increased fast activity is reported.,1
Localized dyskeratotic plaque with milia associated with sorafenib.,1
This article presents a case of an atypical localized cutaneous eruption with an unusual course and protracted resolution time associated with sorafenib therapy.,1
"According to the Naranjo adverse drug reaction probability scale, tigecycline was the probable cause of her acute pancreatitis.",1
Following 7 days of tigecycline she developed severe abdominal pain and elevated pancreatic enzymes suggesting acute pancreatitis.,1
Pancreatitis has been associated with the tetracycline class of antibiotics and concerns about tigecycline-induced acute pancreatitis have recently been raised.,1
Tigecycline-induced acute pancreatitis: case report and literature review.,1
"We recommend that clinicians monitor patients for signs and symptoms of pancreatitis, including abdominal pain, during treatment with tigecycline.",1
Drug induced polymyositis secondary to leuprolide acetate (Lupron) therapy for prostate carcinoma.,1
We report a case of biopsy proven myositis whose symptoms began within 10 days of receiving leuprolide acetate therapy for prostate cancer.,1
Aripiprazole-induced hiccups: a case report.,1
We report a patient of organic bipolar affective disorder who developed hiccups with the atypical antipsychotic aripiprazole.,1
CONCLUSIONS: This patient's rhabdomyolysis was probably induced by sertraline therapy.,1
DISCUSSION: The Naranjo probability scale indicated a probable relationship between sertraline treatment and the onset of rhabdomyolysis.,1
OBJECTIVE: To describe a case of sertraline-induced rhabdomyolysis in an elderly patient with dementia and comorbidities.,1
Sertraline-induced rhabdomyolysis in an elderly patient with dementia and comorbidities.,1
The patient's other comorbidities and medications have not been suggested as possible interactions with sertraline that can cause rhabdomyolysis.,1
Tumor lysis syndrome after transcatheter arterial infusion of cisplatin and embolization therapy for liver metastases of melanoma.,1
He had priapism following the use of olanzapine.,1
Priapism associated with olanzapine.,1
Can ketamine prescribed for pain cause damage to the urinary tract?,1
Possible mechanisms for damage to the urothelium by ketamine are suggested.,1
Presentation of three palliative care patients who were given ketamine as an analgesic and subsequently developed significant and debilitating urological symptoms.,1
These two cases highlight the importance of considering lopinavir/ritonavir induced arrhythmias when dealing with HIV-positive individuals.,1
Transient cardiac arrhythmias related to lopinavir/ritonavir in two patients with HIV infection.,1
Colitis as a manifestation of infliximab-associated disseminated cryptococcosis.,1
"After three weeks of carbamazepine therapy, the patient arrived at the emergency department (ED) with severe agitation and aggressive behavior.",1
Carbamazepine-induced hyperammonemia.,1
CONCLUSION: A 26-year-old man with bipolar disorder developed hyperammonemia three weeks after initiating carbamazepine therapy.,1
He had also developed elevated serum ammonia levels while on valproic acid.,1
PURPOSE: A case of carbamazepine-induced hyperammonemia is presented.,1
Adriamycin-induced cardiomyopathy aggravated by cis-platinum nephrotoxicity requiring dialysis.,1
Complications of chemotherapy for a synovial sarcoma in an eight-year old boy included cisplatinum nephrotoxicity and adriamycin cardiotoxicity.,1
"A 65-year-old female patient presented with jaundice followed 2 days later by severe dyspnea and tachypnea which worsened when patient was lying flat, 1 week after the fourth dose of adalimumab.",1
A case of acute respiratory failure due to diaphragmatic weakness following adalimumab therapy for psoriasis is described.,1
Acute bilateral phrenic neuropathy following treatment with adalimumab.,1
"The potential development of SJS/TEN, a severe life-threatening illness, emphasizes the need for judicious use of TMP-Sx and close monitoring and follow-up for patients who were given TMP-Sx for SSTIs.",1
We report a case of Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) secondary to trimethoprim-sulfamethoxazole (TMP-Sx) therapy for presumed community-associated methicillin-resistant Staphylococcus aureus (CA-MRSA) infection.,1
CONCLUSIONS: Spontaneous hemothorax is a rare phenomenon in conjunction with LMWH but should be considered in cases of acute respiratory distress following commencement of LMWH.,1
"On day 4, following 3 doses of dalteparin, the patient developed acute respiratory distress attributable to a massive right hemothorax confirmed by computed tomography pulmonary angiography (CTPA) and intercostal drainage of 1500 mL of frank blood.",1
Spontaneous hemothorax following anticoagulation with low-molecular-weight heparin.,1
Acute ocular ischemic change may be associated with intravitreal injection of bevacizumab in patients with vascular compromised diabetic retinopathy and/or underlying stenosis of the carotid artery.,1
Acute vision loss after intravitreal injection of bevacizumab (avastin) associated with ocular ischemic syndrome.,1
AIM: To report a patient with diabetic rubeosis who suffered from acute retinal ischemic change and stroke after intravitreal injection of bevacizumab.,1
"CONCLUSIONS: Patients receiving intravitreal injections of bevacizumab should be evaluated for potential systemic risk factors such as carotid insufficiency, coagulopathy and poorly controlled diabetes mellitus.",1
"Three days after intravitreal injection of bevacizumab, acute ocular ischemic syndrome occurred.",1
"Three days after receiving intravitreal injection of bevacizumab (1.25 mg in 0.1 ml), he developed acute vision loss and change of consciousness.",1
"Herein, we describe a patient with AIDS who presented to medical attention with pancytopenia 48 months postchemotherapy with etoposide, prednisone, vincristine, cyclophosphamide, doxorubicin, and rituximab (R-EPOCH) for diffuse large B-cell lymphoma.",1
Favorable outcome of de novo hepatitis B infection after liver transplantation with lamivudine and adefovir therapy.,1
Linezolid-associated acute interstitial nephritis and drug rash with eosinophilia and systemic symptoms (DRESS) syndrome.,1
"On day 7 of linezolid treatment, the patient developed severe pruritus, macular rash, facial edema, eosinophilia, marked increase in serum creatinine level, and mild hepatitis.",1
This case of linezolid-associated acute interstitial nephritis within the context of a drug rash with eosinophilia and systemic symptoms (DRESS) syndrome in a patient treated with linezolid raises concerns about the presumed renal safety of this drug.,1
Increased awareness is needed on the possible occurrence of LPD resembling gastric cancer in rheumatoid arthritis patients treated with MTX.,1
Reversible methotrexate-associated lymphoproliferative disorder resembling advanced gastric cancer in a patient with rheumatoid arthritis.,1
She was diagnosed with Epstein-Barr virus-associated polymorphic lymphoproliferative disorder (LPD) due to immunodeficiency caused by MTX administration.,1
"To our knowledge, this is the first case of spontaneous remission of MTX-associated gastric LPD after discontinuation of MTX therapy.",1
"However, he developed acute renal failure, hyperkalemia, and hyperuricemia 30 d after receiving the sorafenib treatment.",1
Sorafenib induced tumor lysis syndrome in an advanced hepatocellular carcinoma patient.,1
Are nasal decongestants safer than rhinitis? A case of oxymetazoline-induced syncope.,1
We report here a case of cardiovascular and neurological depression induced by oxymetalzoline in a toddler.,1
"Given that discontinuation of nitrofurantoin and introduction of methylprednisolon therapy significantly lowered liver enzyme levels, restoring most of them to normal, we concluded that this was probably the case of toxic liver damage caused by nitrofurantoin.",1
Nitrofurantoin-induced acute liver damage in pregnancy.,1
A 40-year-old man with relapsing-remitting multiple sclerosis (MS) developed primary central nervous system lymphoma (PCNSL) after having received 21 doses of natalizumab monotherapy.,1
Primary central nervous system lymphoma in a patient treated with natalizumab.,1
"The first patient is undergoing hemodialysis and, though responding to sunitinib, is having significant fatigue and hypertension.",1
OBJECTIVE: To report a case of severe apnea in an infant exposed to lamotrigine through breast-feeding.,1
Severe apnea in an infant exposed to lamotrigine in breast milk.,1
The Naranjo probability scale indicated a probable relationship between apnea and exposure to lamotrigine through breast-feeding in this infant.,1
"Although there have been numerous reports of effusions, none have provided complete pleural fluid analysis; therefore, we report 2 patients with dasatinib-induced pleural effusion with complete pleural fluid analysis.",1
Dasatinib-induced pleural effusions: a lymphatic network disorder?,1
"RESULTS: One case of recurrent primary peritoneal carcinoma previously treated with a carboplatin-based regimen, developed a platinum hypersensitivity.",1
"One week after the initial-dose of adalimumab (160 mg), which was initiated due to an acute exacerbation of Crohn's disease, the patient developed a fulminant cardiomyopathy.",1
Severe cardiomyopathy following treatment with the tumour necrosis factor-alpha inhibitor adalimumab for Crohn's disease.,1
Amikacin-induced type 5 Bartter-like syndrome with severe hypocalcemia.,1
"Recovery of the tubular dysfunction took 15 days following cessation of the offending drug, Amikacin.",1
"We discuss a patient who developed severe renal tubular dysfunction secondary to short-term therapy with Amikacin, resulting in refractory hypokalemia, hypocalcemia, hypomagnesemia, metabolic alkalosis, and polyuria.",1
"Postoperatively, the first two patients treated with 1 to 2 cc of thrombin were slow to awaken; one had evidence of vasospasm by transcranial Doppler ultrasound studies and multiple infarcts on cranial computerized tomography, while the other had a moderate-sized frontal hematoma with intracranial hypertension.",1
"Thrombin is highly effective for stopping intractable arterial hemorrhage during stereotactic brain biopsy; however, it is a vasospastic agent and may have been responsible for the cerebral infarctions in one patient.",1
Ciprofloxacin-induced hemorrhagic vasculitis.,1
Ciprofloxacin-induced hemorrhagic vasculitis is a rare side effect.,1
"Ciprofloxacin is among the standard treatments for infected ischemic ulcers; in the rare case of ciprofloxacin-induced hemorrhagic vasculitis, it might be interpreted as progression of infection, instead of a complication of the treatment, thus leading to faulty diagnosis and treatment.",1
"In one patient the vasculitis resolved after termination of the ciprofloxacin therapy; in the other patient the ciprofloxacin-induced hemorrhagic vasculitis was superimposed on a severe forefoot infection, leading to progressive gangrene and a below-knee amputation.",1
"However, a recent post-marketing survey in Japan revealed that interstitial pneumonia occurred in 4 among approximately 2 000 Japanese patients treated with sorafenib.",1
Interstitial pneumonia probably associated with sorafenib treatment: An alert of an adverse event.,1
"In this article, we describe a Japanese patient with severe interstitial pneumonia probably caused by sorafenib treatment for metastatic renal cell carcinoma.",1
"Oncologists supervising future clinical trials for lung cancer should be alert to the fact that sorafenib can potentially induce serious interstitial lung disease, although this might depend on racial differences.",1
Fatal gemcitabine-induced pulmonary toxicity in metastatic   gallbladder adenocarcinoma.,1
Gemcitabine-induced pulmonary toxicity is usually a dramatic condition.,1
"In this report, we describe a fatal gemcitabine-induced pulmonary toxicity in a patient with gallbladder metastatic adenocarcinoma.",1
"He had hypokalemia (K 2.3 mmol/L) induced by licorice and also had received disopyramide for arrhythmia, bicalutamide for prostate cancer, and silodosin for prostate hypertrophy.",1
"Therefore, although garenoxacin reportedly causes fewer adverse reactions for cardiac rhythms than third-generation quinolone antibiotics, one must be cautious of the interference of other drugs during hypokalemia in order to prevent TdP.",1
"Torsades de Pointes induced by a combination of garenoxacin and disopyramide and other cytochrome P450, family 3, subfamily A polypeptide-4-influencing drugs during hypokalemia due to licorice.",1
"We report an 82-year-old man who developed ventricular tachycardia and Torsades de Pointes (TdP) after oral administration of garenoxacin, a novel quinolone antibiotic agent that differs from the third-generation quinolones, for pneumonia.",1
"Of 371 patients treated with 8MOP, three (0.8%) developed an acute dermatitis in the PUVA-treated areas.",1
Hepatotoxicity after high-dose methylprednisolone for demyelinating disease.,1
We observed 2 cases of hepatotoxicity after a high-dose methylprednisolone treatment of a demyelinating disease and evaluated the potential relationship in the light of available evidence.,1
Colonic mucosal necrosis following administration of calcium polystryrene sulfonate (Kalimate) in a uremic patient.,1
Colonic necrosis is known as a rare complication following the administration of Kayexalate (sodium polystryrene sulfonate) in sorbitol.,1
"Two days after administration of Kalimate enema, he had profuse hematochezia, and a sigmoidoscopy showed diffuse colonic mucosal necrosis in the rectum and sigmoid colon.",1
"We report a rare case of colonic mucosal necrosis following Kalimate (calcium polystryrene sulfonate), an analogue of Kayexalate without sorbitol in a 34-yr-old man.",1
Clozapine-induced tardive dyskinesia in schizophrenic patients taking clozapine as a first-line antipsychotic drug.,1
"CONCLUSIONS: These results suggest that clozapine may cause TD; however, the prevalence is low and the severity is relatively mild, with no or mild self-reported discomfort.",1
"However, several case reports have suggested that clozapine could also cause TD.",1
OBJECTIVE: Clozapine causes few extrapyramidal symptoms and is recommended as a treatment drug for severe tardive dyskinesia (TD).,1
"All-trans retinoic acid-induced focal myositis, synovitis, and mononeuritis.",1
"Here we report a patient with newly diagnosed acute promyelocytic leukemia who developed acute focal myositis, synovitis, and possible vasculitis, after receiving all-trans retinoic acid therapy.",1
"BACKGROUND: To assess the nature, incidence, and risk factors of retinopathy associated with pegylated interferon and ribavirin combination therapy in chronic hepatitis C patients.",1
CONCLUSION: Significant ocular complications such as an irreversible decrease of visual acuity may develop in patients treated with pegylated interferon.,1
Retinopathy in hepatitis C patients due to combination therapy with pegylated interferon and ribavirin.,1
Administration of cisplatin in three patients with carboplatin hypersensitivity: is skin testing useful?,1
"Hypersensitivity to carboplatin has been reported in up to 44% of patients receiving this antineoplastic agent, usually occurring after several courses of treatment.",1
Prick tests and intradermal tests with a series of dilutions of carboplatin and cisplatin were performed on three patients who had exhibited medium and severe hypersensitivity reactions to carboplatin.,1
"Aseptic meningitis, hemolytic anemia, hepatitis, and orthostatic hypotension in a patient treated with trimethoprim-sulfamethoxazole.",1
"CONCLUSION: A 37-year-old African- American man with G6PD deficiency developed hemolytic anemia, hepatitis, orthostatic hypotension, and aseptic meningitis simultaneously after using trimethoprim-sulfamethoxazole.",1
"He had been taking trimethoprim-sulfamethoxazole for approximately eight days when he revisited his family physician, complaining of headaches, dizziness, difficulty with speech, weakness, and itching on the trunk of his body and legs, where a maculopapular rash was noted.",1
"PURPOSE: The case of a patient who developed aseptic meningitis, hemolytic anemia, hepatitis, and orthostatic hypotension simultaneously during treatment with trimethoprim-sulfamethoxazole is described.",1
"A patient, while on intravenous ritodrine therapy for preterm labor, experienced an episode of acute chest pain.",1
"The electrocardiogram (ECG), which was read as normal prior to ritodrine infusion, demonstrated a type I second-degree AV block which disappeared upon discontinuation of ritodrine therapy.",1
"Type I second-degree AV block (Mobitz type I, Wenckebach AV block) during ritodrine therapy for preterm labor.",1
Exacerbation of anthracycline-induced early chronic cardiomyopathy with ATRA: role of B-type natriuretic peptide as an indicator of cardiac dysfunction.,1
We report the case of a 14-year-old female with acute promyelocytic leukemia who developed symptomatic cardiomyopathy only 4 months into treatment with a combination of daunomycin and all-trans retinoic acid (ATRA).,1
CONCLUSIONS: We present a case of a patient with CML who developed KS 12 months after starting treatment with imatinib 400 mg/d.,1
"Flare of Kaposi's sarcoma (KS) is well described in immunosuppressed patients treated with corticosteroids and rituximab, but has not yet been reported during treatment with imatinib.",1
Kaposi's sarcoma in a patient treated with imatinib mesylate for chronic myeloid leukemia.,1
OBJECTIVE: We report a case of cutaneous KS lesions in a patient affected by CML treated with imatinib.,1
Bulbar and pseudobulbar palsy complicating therapy with high-dose cytosine arabinoside in children with leukemia.,1
"Interferon-based treatments have the potential to decrease the burden of disease, but are complicated by side effects, including neuropsychiatric symptoms.",1
"Interferon-induced psychosis as a ""psychiatric contraindication"" to hepatitis C treatment: a review and case-based discussion.",1
METHOD: The authors followed a patient with chronic HCV who received interferon and ribavirin and who developed hallucinations ultimately requiring psychiatric hospitalization.,1
OBJECTIVE: The authors described a case of interferon-induced psychosis as a framework to review the literature and discuss the decision to pursue antiviral treatment in psychiatrically ill patients with hepatitis C.,1
CONCLUSION: Zidovudine is well a known cause of anaemia and thus should be used with caution in the initiation of antiretroviral therapy.,1
We report a case of Zidovudine induced anaemia and bone marrow aplasia in a patient infected with HIV.,1
Zidovudine induced pure red cell aplasia: a case report.,1
CONCLUSIONS: SD-OCT and AO detected abnormalities that correlate topographically with visual field loss from hydroxychloroquine toxicity as demonstrated by HVF 10-2 and may be useful in the detection of subclinical abnormalities that precede symptoms or objective visual field loss.,1
PURPOSE: To describe spectral-domain optical coherence tomography (SD-OCT) and adaptive optics (AO) imaging in hydroxychloroquine retinal toxicity.,1
Spectral-domain optical coherence tomography and adaptive optics may detect hydroxychloroquine retinal toxicity before symptomatic vision loss.,1
Transient trazodone-induced hypomanic symptoms occurred in three depressed patients.,1
Trazodone-induced transient hypomanic symptoms and their management.,1
Introduction of etanercept was also clinically effective but followed by development of severe heart failure.,1
Reversible heart failure in a patient receiving etanercept for ankylosing spondylitis.,1
Combining methylephedrine and Chinese herbal drugs might carry a risk of stroke.,1
"We describe a patient who experienced chronic nausea and an episode of confusion while treated with a small, stable dose of oral morphine in the setting of mild renal insufficiency.",1
"Common adverse events (frequency 10%) of lacosamide doses up to 600 mg/day include nonspecific central nervous system effects (e.g., dizziness, ataxia, diplopia, and somnolence).",1
A case of aseptic pleuropericarditis in a patient with chronic plaque psoriasis under methotrexate therapy.,1
"Methotrexate may rarely provoke serositis, even with low doses and after just a few weeks of therapy.",1
We report here a rare case of pleuropericarditis due to methotrexate.,1
"The authors report five cases of tremor related to itraconazole therapy, which occurred within 1-12 months of initiating treatment and resolved gradually following itraconazole withdrawal.",1
Tremor: a newly described adverse event with long-term itraconazole therapy.,1
Acute kidney injury caused by zonisamide-induced hypersensitivity syndrome.,1
Hypersensitivity to zonisamide was confirmed by the skin patch test.,1
"The current report describes a man who was prescribed zonisamide for epilepsy and subsequently developed widespread skin rash, acute kidney injury, high-grade fever, eosinophilia, liver dysfunction, lymphadenopathy and an increase in antihuman herpesvirus-6 immunoglobulin G titer.",1
This is the first report of acute kidney injury due to zonisamide-induced DRESS/DIHS.,1
"Only two case reports of adults with allergic contact dermatitis to this chemical exist in the literature, and we describe three more cases of children with recalcitrant atopic dermatitis found to have potential allergic contact dermatitis to bisabolol- a component of the Aquaphor emollient they were using to treat their atopic dermatitis.",1
Case report: acute renal failure after administering intravenous immunoglobulin.,1
The hospital course of the acute renal failure is presented with a review of the literature on cases of acute renal failure after IVIG.,1
"We report the case of an 87-year-old white woman with myasthenia gravis who presented with nausea, shortness of breath, azotemia, and hyperkalemia shortly after completing a course of intravenous immunoglobulin (IVIG).",1
"However, the use of lithium should be avoided with any patient who is purging, since it may exacerbate the loss of intracellular potassium, thereby increasing the risk of cardiac toxicity.",1
Severe vancomycin-induced anaphylactic reaction.,1
"Vancomycin is widely used against methicillin-resistant Staphylococcus aureus infections, but it is associated with many adverse effects such as nephrotoxicity, ototoxicity, gastrointestinal disturbances, blood disorders, and two types of hypersensitivity reactions - an anaphylactoid reaction known as ""red man syndrome"" and anaphylaxis.",1
We report a case of a 23-year-old man who developed a vancomycin-induced anaphylactic reaction in the treatment of methicillin-resistant Staphylococcus aureus infection.,1
Four patients in whom pulmonary oedema developed during tocolysis with hexoprenaline are described and the aetiological factors and pathogenesis of this potentially lethal complication discussed.,1
Pulmonary oedema after hexoprenaline administration in preterm labour.,1
Fatal interstitial lung disease after erlotinib administration in a patient with radiation fibrosis.,1
"High-resolution computed tomography scan findings were consistent with ILD, which was sufficient to diagnose as erlotinib-induced ILD.",1
"INTRODUCTION: Although gefitinib used for the treatment of non-small-cell lung cancer is a well-known cause of interstitial lung disease (ILD), few case reports on erlotinib-induced ILD have been issued.",1
"RESULTS: We recently experienced a case of fatal erlotinib-induced ILD, diagnosed based on clinical and radiologic findings, which occurred in a patient with radiation fibrosis.",1
"This case had radiation fibrosis, so we suggest that radiation fibrosis may be another contributor of the occurrence of ILD in patients taking erlotinib.",1
"One patient suffered coronary artery vasospasm, attributed to the use of topical 1:1000 epinephrine during surgery.",1
The other patient developed transient intraoperative hypertension immediately after inadvertent submucosal injection of concentrated epinephrine.,1
Cisplatin-induced syndrome of inappropriate antidiuretic hormone (SIADH) in a patient with neuroendocrine tumor of the cervix: a case report and review of the literature.,1
We present a case of the syndrome of inappropriate antidiuretic hormone (SIADH) secondary to cisplatin therapy in a patient with advanced-stage large cell neuroendocrine carcinoma of the cervix.,1
"However, to our knowledge, in newborns there have been no reported cases to date of thrombocytosis induced by enoxaparin.",1
Thrombocytosis associated with enoxaparin: A very rare cause in newborns.,1
Thrombocytosis induced by enoxaparin has been reported as a rare adverse effect of this medication in adults.,1
"OBJECTIVE: 1) To describe a patient with rheumatoid arthritis receiving adalimumab who developed fever, pancytopenia, splenomegaly, and extreme hyperferritinemia.",1
Visceral leishmaniasis and macrophagic activation syndrome in a patient with rheumatoid arthritis under treatment with adalimumab.,1
"This case presentation is of a patient who had the clinical appearance of epiglottitis, but actually had an oro-pharyngeal dystonic reaction to prochlorperazine.",1
Normalization of generalized retinal function and progression of maculopathy after cessation of therapy in a case of severe hydroxychloroquine retinopathy with 19 years follow-up.,1
"After other potential causes of liver toxicity were excluded, TMP-SMX was determined to be the cause of his acute liver toxicity.",1
"Although this combination agent has been associated with a hypersensitivity syndrome involving cutaneous skin eruptions, pediatric cases of TMP-SMX-induced hepatotoxicity are rare.",1
"Due to the increasing use of TMP-SMX in children, clinicians should be aware of this potentially life-threatening, immunemediated hypersensitivity reaction.",1
Trimethoprim-sulfamethoxazole-induced hepatotoxicity in a pediatric patient.,1
Use of the Naranjo adverse drug reaction probability scale indicated a probable relationship (score of 5) between the patient's development of hepatotoxicity and the TMP-SMX therapy.,1
"We describe a relatively healthy, 9-year-old boy who developed a CA-MRSA skin and soft tissue infection and was treated with TMP-SMX.",1
"Amiodarone was discontinued, and thyrotoxicosis gradually abated.",1
Goiter and hypothyroidism during re-treatment with amiodarone in a patient who previously experienced amiodarone-induced thyrotoxicosis.,1
"BACKGROUND: Aphthous stomatitis, a common mucocutaneous disorder, is a well accepted complication of sirolimus therapy.",1
CASE: We present an 11-year old male with Budd-Chiari syndrome who experienced profound worsening of chronic aphthous ulcers after immunosuppressive therapy was changed from tacrolimus to sirolimus.,1
Severe aphthous stomatitis associated with oral calcineurin and mTOR inhibitors.,1
"These findings mean that the effect of the MP pulse therapy on renal function depends on the clinical state of the patient and that renal deterioration after the pulse therapy may be more marked in patients who are more nephrotic and more impaired in renal function and suggest that increasing sodium and water retention during an MP therapy and the associated renal interstitial edema, proposed as one of the mechanisms of acute renal failure occurring in patients with minimal-change nephrotic syndrome, may be responsible for the MP-induced transient renal failure.",1
Three nephrotic patients who had reduced renal function and active renal disease with progressive deterioration of renal function prior to the use of MP developed transient renal failure following an MP pulse therapy.,1
"A 67-year-old patient, with primary polymyositis and without previous evidence of liver disease, developed clinical and biochemical features of severe cholestasis 3 months after initiation of azathioprine therapy.",1
It is believed that this is the first reported case of reversible azathioprine-induced cholestasis associated with histological evidence of bile duct injury.,1
Reversible cholestasis with bile duct injury following azathioprine therapy.,1
A case of the Rett syndrome with acute encephalopathy induced during calcium hopantenate treatment.,1
We report a girl with the Rett syndrome who had acute encephalopathy probably induced by calcium hopantenate (HOPA).,1
Persistent light reactivity from systemic quinine.,1
The photosensitivity is still present 3 years after the withdrawal of quinine.,1
"Two cases are reported of patients who developed a hematologic malignancy several years after intravesical chemotherapy of superficial bladder cancer with etoglucid, doxorubicin, and mitomycin C.",1
A patient with Wegener's granulomatosis rapidly developed a circumferential subglottic stenosis while on a cyclophosphamide regimen that had caused resolution of systemic symptoms and pulmonary infiltrates.,1
Subglottic stenosis in Wegener's granulomatosis: development during cyclophosphamide treatment with response to carbon dioxide laser therapy.,1
A case is described of severe splenic hemorrhage and rupture which developed 3 h after completion of tPA infusion for suspected acute myocardial infarction.,1
Splenic hemorrhage: a complication of tissue plasminogen activator treatment.,1
Thrombolytic therapy with tissue plasminogen activator (tPA) for acute myocardial infarction may result in major bleeding complications such as gastrointestinal or intracranial bleeding.,1
A case of severe acute hepatitis caused by cyproterone acetate in a 71 year old man with prostatic carcinoma is reported with a review of the literature on hepatic reactions to this drug.,1
